over_id,over_overNumber,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled
309078,14,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,2,False,,0,0,False,False
309078,14,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,3,False,,0,0,False,False
309078,14,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,4,False,,0,0,False,False
309078,14,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,5,False,,0,0,False,False
309078,14,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,6,False,,0,0,False,False
309075,15,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,1,False,,0,0,False,False
309075,15,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,2,False,,0,0,False,False
309075,15,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,3,False,,0,0,False,False
309075,15,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,4,False,,0,0,False,False
309075,15,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,5,False,,0,0,False,False
309075,15,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,6,False,,0,0,False,False
309077,16,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,1,False,,0,0,False,False
309077,16,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,2,False,,0,0,False,False
309077,16,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,3,False,,0,0,False,False
309077,16,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,4,False,,0,0,False,False
309077,16,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,5,False,,0,0,False,False
309077,16,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,6,False,,0,0,False,False
309076,17,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,1,False,,0,0,False,False
309076,17,10123,,1255,England Domestic T20 2018,2,33,Warwickshire,44,Nottinghamshire,2,False,,0,0,False,False
